District,Zone,Geographical Region,Development Region,School Number,School Code,Name of School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,DISTINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
Sindhupalchok,Bagmati,Mountain,Central,1466,23000,PRIVATE SINDHUPALCHOK,27.5,48.5,35.2,36.7,39.3,38.3,0,0,3,1,4,2,66.7
Sindhupalchok,Bagmati,Mountain,Central,1467,23001,KRISHNA RATNA GANGA MA VI CHAUTARA,27.2,41.5,49.3,33.1,44.4,35.4,0,10,83,2,95,37,72
Sindhupalchok,Bagmati,Mountain,Central,1468,23002,ANANDA MA VI JALBIR,31.6,44.5,54.3,36.2,46.9,39.3,0,10,38,1,49,2,96.1
Sindhupalchok,Bagmati,Mountain,Central,1469,23003,SARASWATI MA VI GYALTHUM,31.5,49.6,42.7,32.9,44.6,36,0,13,73,7,93,17,84.5
Sindhupalchok,Bagmati,Mountain,Central,1470,23004,JALPA MA VI KOTHE LAMUSANGHU,29.4,41.3,39.6,38.8,45.4,39.9,0,10,39,1,50,16,75.8
Sindhupalchok,Bagmati,Mountain,Central,1471,23005,BAGHA BHAIRAB MA VI THOKARPA,29.6,48.7,48.8,42.1,49,44.1,5,24,41,1,71,24,74.7
Sindhupalchok,Bagmati,Mountain,Central,1472,23006,JANA JAGRITI MA VI SANGACHOK,29.4,48.3,39.3,42.3,42.1,40.2,0,14,110,16,140,33,80.9
Sindhupalchok,Bagmati,Mountain,Central,1473,23007,MAHENDRA KANTI MA VI KALIKA,24,41.4,36.7,37.6,42.7,40.2,0,7,22,0,29,19,60.4
Sindhupalchok,Bagmati,Mountain,Central,1474,23008,SARASWATI MA VI BHOTECHAUR,25.9,43.6,38.7,34.2,41.2,38.6,0,3,37,7,47,9,83.9
Sindhupalchok,Bagmati,Mountain,Central,1475,23009,SHARADA MA VI BAHRABISE,33.9,52.6,54.9,36.8,44.7,35.3,0,28,59,5,92,10,90.2
Sindhupalchok,Bagmati,Mountain,Central,1476,23010,AINESELUKHARKA MA VI AINSELUKHARKA,17.8,39.1,24.2,30.5,38.9,28,0,3,10,1,14,60,18.9
Sindhupalchok,Bagmati,Mountain,Central,1477,23011,SINDHU PURANA GAUN MA VI SINDHUKOT,25.8,45.9,41.8,33.1,45.1,38.5,0,1,20,0,21,5,80.8
Sindhupalchok,Bagmati,Mountain,Central,1478,23012,KAKALING HARI SIDDI MA VI THULO PAKHAR,29.5,48,58.4,34.5,48.5,33.4,0,27,68,1,96,17,85
Sindhupalchok,Bagmati,Mountain,Central,1479,23013,JALPA DEVI MA VI BAHUNIPATI,24,46.3,34.6,33.3,41,42.7,0,3,42,3,48,28,63.2
Sindhupalchok,Bagmati,Mountain,Central,1480,23014,BHUMESHWARI MA VI KYOOL,22.9,45.9,47.1,32.5,43.7,35.9,0,0,21,5,26,12,68.4
Sindhupalchok,Bagmati,Mountain,Central,1481,23015,BAL SUDHAR MA VI DUBACHAUR,22.7,48.7,37.9,34.2,49,37.3,0,4,18,0,22,18,55
Sindhupalchok,Bagmati,Mountain,Central,1482,23016,KODARI MA VI TATOPANI,25.4,47.7,40.4,37.4,46.3,35.3,0,3,18,4,25,10,71.4
Sindhupalchok,Bagmati,Mountain,Central,1483,23017,JALPA MA VI JAISHI GAUN,30.3,47.1,47.8,32.8,43.5,40.2,0,4,25,1,30,2,93.8
Sindhupalchok,Bagmati,Mountain,Central,1484,23018,SUNKOSHI MA VI BUDEPA KARTHALI,24.7,46.7,45.7,32.4,40,34.5,0,1,12,1,14,9,60.9
Sindhupalchok,Bagmati,Mountain,Central,1485,23019,BHADRAKALI MA VI MANESWARA,29,54,54,38.9,44,37.2,0,9,23,0,32,5,86.5
Sindhupalchok,Bagmati,Mountain,Central,1486,23020,MAHENDRODAYA MA VI PATI DADA,26.6,47.8,40.6,42.8,47.5,39.5,0,11,61,2,74,10,88.1
Sindhupalchok,Bagmati,Mountain,Central,1487,23021,THANGPALDHAP MA VI DHAP,22.6,47.7,41.9,36.1,48.3,40.4,0,6,23,1,30,32,48.4
Sindhupalchok,Bagmati,Mountain,Central,1488,23022,SETIDEVI SHARADA MA VI LAMOSANGU,27.5,56.9,50.3,47.2,45.9,50.4,0,31,34,0,65,30,68.4
Sindhupalchok,Bagmati,Mountain,Central,1489,23023,INDRESWAR MA VI MELAMCHI,20.9,47.1,40.2,34.6,51.8,38.7,0,17,32,1,50,64,43.9
Sindhupalchok,Bagmati,Mountain,Central,1490,23024,RATNA RAJYA MA VI CHANAUTE,27.7,41.5,44.8,33,47.6,42.5,0,6,18,0,24,7,77.4
Sindhupalchok,Bagmati,Mountain,Central,1491,23025,SIPATINGHARE SAN MA VI TINGHARE,19.8,42.4,30.6,30.3,42.5,50.9,0,1,8,2,11,24,31.4
Sindhupalchok,Bagmati,Mountain,Central,1492,23026,BUDHYODAYA MA VI LISANKU,26.2,44.9,40.7,31.3,37.2,26.4,0,0,38,2,40,13,75.5
Sindhupalchok,Bagmati,Mountain,Central,1493,23027,KRISHNA MA VI THAKANI,22.4,49.7,37.9,27.6,38.5,36.8,0,2,20,1,23,16,59
Sindhupalchok,Bagmati,Mountain,Central,1494,23028,JHIRPU MA VI JHIRPU,28.3,51.1,45.8,39.3,50.2,38.4,0,2,16,0,18,0,100
Sindhupalchok,Bagmati,Mountain,Central,1495,23029,CHANDESWORI MA VI BHOTSHIPA,21,42.7,25.8,32.2,40.7,30.6,0,1,16,2,19,40,32.2
Sindhupalchok,Bagmati,Mountain,Central,1496,23030,SETIDEVI PANCHA KANYA MA VI KUBENDE,28.2,43.2,54.7,36.7,42.8,42.8,0,10,43,3,56,2,96.6
Sindhupalchok,Bagmati,Mountain,Central,1497,23031,KALIKA MA VI TEKANPUR,21,55,45.3,47.1,47.1,45.3,0,6,3,0,9,13,40.9
Sindhupalchok,Bagmati,Mountain,Central,1498,23032,RAJESHWORI MA VI SEPAPOKHARI,25.1,44.9,34.1,30.7,41.6,34.8,0,3,19,1,23,20,53.5
Sindhupalchok,Bagmati,Mountain,Central,1499,23033,GYAN MANDIR NAMUNA MA VI MELCHOUR,28.9,52.2,41.5,40,41.9,45.4,0,4,42,3,49,6,89.1
Sindhupalchok,Bagmati,Mountain,Central,1500,23034,MAHENDRA MA VI BHORLE,18.3,40.2,31.1,30.3,41.3,33.4,0,0,10,0,10,24,29.4
Sindhupalchok,Bagmati,Mountain,Central,1501,23035,JYUGAL BOARDING HIGH SCHOOL CHAUTARA,35.3,54.5,56.6,43.1,56,41.7,0,5,10,0,15,0,100
Sindhupalchok,Bagmati,Mountain,Central,1502,23036,GANESH MA VI YAMUNADANDA,28.1,46.7,44.7,39.2,45.5,43.1,0,7,23,1,31,7,81.6
Sindhupalchok,Bagmati,Mountain,Central,1503,23037,SIDDHI GANESH MA VI SANUSIRUBARI,29.6,53.6,44.9,40.6,41.1,45.4,0,13,48,3,64,7,90.1
Sindhupalchok,Bagmati,Mountain,Central,1504,23040,KALIDEVI MA VI KADAMBAS,23.9,39.6,39.3,35.3,40.4,37.4,0,3,27,3,33,12,73.3
Sindhupalchok,Bagmati,Mountain,Central,1505,23041,TRIPURA SUNDARI MA VI TAUTHALI,20.4,52.3,35.6,44.6,46.4,47.5,0,1,8,1,10,17,37
Sindhupalchok,Bagmati,Mountain,Central,1506,23042,PHATAKSHILA MA VI  PHATAKSHILA,26.1,43.2,31.9,28.7,38.6,35.9,0,1,32,8,41,25,62.1
Sindhupalchok,Bagmati,Mountain,Central,1507,23043,EKTA BOARDING SCHOOL CHAUTARA,31.7,60.6,46.4,46.2,48,37.3,0,3,4,0,7,2,77.8
Sindhupalchok,Bagmati,Mountain,Central,1508,23044,JANATA MA VI JYAMIRE,22.3,45.1,33.4,35.2,51.1,37.7,0,2,14,1,17,15,53.1
Sindhupalchok,Bagmati,Mountain,Central,1509,23045,NIGALE MA VI NIGALE MUDE,27.2,44,44.7,33.7,44.3,27.2,0,3,37,3,43,7,86
Sindhupalchok,Bagmati,Mountain,Central,1510,23046,BACHCHHALA DEVI MA VI SHYAMSADHU GHUMTHANG,17.7,44.3,42.1,32.6,44.1,32.6,0,3,6,0,9,13,40.9
Sindhupalchok,Bagmati,Mountain,Central,1511,23047,DHARMODAYA MA VI THULODHADING,27,47.5,38.9,29.4,38.9,28.8,0,0,12,6,18,2,90
Sindhupalchok,Bagmati,Mountain,Central,1512,23048,MAHENDRA PRATAP MA VI DHUSKUN,21.2,47.4,38.6,32.4,38.3,34.4,0,1,12,2,15,18,45.5
Sindhupalchok,Bagmati,Mountain,Central,1513,23049,BAL SHIKSHA MA VI MANKHA CHIMLINGBESI,32.7,50.2,56.1,45.4,51.7,37.8,0,16,20,3,39,1,97.5
Sindhupalchok,Bagmati,Mountain,Central,1514,23050,SETI DEVI MA VI SYAULEBAZAR,10.2,35.4,20.1,27.1,35.3,28.1,0,0,4,0,4,53,7
Sindhupalchok,Bagmati,Mountain,Central,1515,23051,SETI DEVI MA VI THULOSIRUWARI,27.7,48.7,48.3,46.5,40.7,36,0,3,33,3,39,8,83
Sindhupalchok,Bagmati,Mountain,Central,1516,23052,KSHAMA DEVI MA VI THULOPALATI,25.5,48.4,46.7,35.2,43.4,34.2,0,3,34,1,38,13,74.5
Sindhupalchok,Bagmati,Mountain,Central,1517,23053,SARASWOTI MA VI RAMCHE,23.8,43.9,39.7,33.6,38,32.8,0,1,14,4,19,8,70.4
Sindhupalchok,Bagmati,Mountain,Central,1518,23054,KOLDONG DEVI MA VI THUMPAKHAR TIMURE,32.6,67.7,56.6,53.7,66.2,43.5,0,21,6,0,27,0,100
Sindhupalchok,Bagmati,Mountain,Central,1519,23055,KALIKA DEVI MA VI BATASE,29.3,48.4,42.2,35.1,43.2,40.7,0,3,22,1,26,3,89.7
Sindhupalchok,Bagmati,Mountain,Central,1520,23057,RAMA MA VI ATTARPUR,23.6,40.4,35.1,27.6,35.9,27.4,0,0,5,4,9,7,56.3
Sindhupalchok,Bagmati,Mountain,Central,1521,23058,KUPA KANYA MA VI MANKHA-7,28.7,51,45.5,44.9,50.8,39.9,0,5,19,1,25,2,92.6
Sindhupalchok,Bagmati,Mountain,Central,1522,23059,PHULPINGKOT PRA MA VI PHULPINGKOT,30.8,43.9,44.7,35.8,41.8,41,0,4,18,2,24,0,100
Sindhupalchok,Bagmati,Mountain,Central,1523,23060,"KSHETRA PALESWORY SECONDARY SCHOOL , TIPENI",25.7,52.1,47.3,40.8,48.6,39.4,0,4,19,0,23,3,88.5
Sindhupalchok,Bagmati,Mountain,Central,1524,23061,"SHREE MAHENDRA SECONDARY SCHOOL, ICHOK",28.4,48.2,47.3,39.3,46.6,35.6,0,2,27,0,29,3,90.6
Sindhupalchok,Bagmati,Mountain,Central,1525,23062,"SHREE MELAMCHI GHYANG SECONDARY SCHOOL,HELAMBU",52,48.2,68.4,51,62.4,52.8,0,5,0,0,5,0,100
Rasuwa,Bagmati,Mountain,Central,1526,24000,PRIVATE RASUWA,22.6,49.7,26,24.2,42.8,40.2,0,0,4,1,5,16,23.8
Rasuwa,Bagmati,Mountain,Central,1527,24001,RASUWA MA VI DHUNCHE,23.5,50.5,33.8,27.2,39,43.9,0,0,13,3,16,13,55.2
Rasuwa,Bagmati,Mountain,Central,1528,24002,NILKANTHA MA VI BOGATITAR,28.9,49.8,45.8,33.9,51.4,48.2,1,19,67,1,88,19,82.2
Rasuwa,Bagmati,Mountain,Central,1529,24003,KALIKA HIMALAYA MA VI KALIKASTHAN DHAIBUNG,31.6,62.3,41.6,34.9,54.2,48.9,0,31,39,0,70,19,78.7
Rasuwa,Bagmati,Mountain,Central,1530,24004,DANDA GAUN MA VI DANDA GAUN,29.8,47.6,40.4,36.4,46.6,46.5,0,2,15,1,18,2,90
Rasuwa,Bagmati,Mountain,Central,1531,24005,NIRKU BHUME MA VI SARAMTHALI,25.8,47.6,26.8,30.3,47.7,37.8,0,0,12,4,16,13,55.2
Rasuwa,Bagmati,Mountain,Central,1532,24006,PARWATI KUNDA MA VI GOLJUNG,23.8,45.5,24.8,27,36.9,39.1,0,0,6,1,7,12,36.8
Rasuwa,Bagmati,Mountain,Central,1533,24007,BAGESWARI MA VI BHORLE,28.3,49.2,17.8,34.8,48.7,41.3,0,0,0,0,0,13,0
Rasuwa,Bagmati,Mountain,Central,1534,24008,SHYAME WANGPHEL MA VI SYAPHRU,28,55.4,41.7,32.3,46.6,46.8,0,1,22,1,24,2,92.3
Rasuwa,Bagmati,Mountain,Central,1535,24009,SETIDEVI MA VI DHUSENI,22.8,50.5,24.9,31.3,45.7,41.9,0,1,9,0,10,27,27
Rasuwa,Bagmati,Mountain,Central,1536,24010,SUNDHARA MA VI DHARAPANI,28.6,54.8,31.2,32,46.5,39.2,0,2,12,1,15,9,62.5
Rasuwa,Bagmati,Mountain,Central,1537,24011,BHUME DEVI MA VI THULAGAUN,23.8,46.7,25.4,28.6,37.6,42.4,0,0,7,1,8,12,40
Rasuwa,Bagmati,Mountain,Central,1538,24012,NILKANTHA NAMUNA MA VI JIBJIBE,27.4,53.4,36.3,35.6,50.5,43.1,0,11,19,0,30,13,69.8
Nuwakot,Bagmati,Hill,Central,1539,25000,PRIVATE NUWAKOT,27,40.1,20.1,21.1,40.4,38.2,0,0,15,2,17,42,28.3
Nuwakot,Bagmati,Hill,Central,1540,25001,TRIBHUVAN TRISHULI MA VI TRISHULI BAZAR,27,55.4,46.3,39.4,48.4,40.8,0,29,54,2,85,35,70.8
Nuwakot,Bagmati,Hill,Central,1541,25002,AMAR JYOTI MA VI KHARANITAR,25.9,49.3,38.8,27.7,46.9,34.9,0,10,64,4,78,52,60
Nuwakot,Bagmati,Hill,Central,1542,25003,CHHETRAPAL MA VI CHOUGHADA,24.3,47.7,32.8,39.2,44.1,40.1,1,12,40,0,53,56,48.6
Nuwakot,Bagmati,Hill,Central,1543,25004,BHAIRABI MA VI ASHOKBATIKA,28.4,50.5,44.9,40.8,45.4,41.6,0,11,24,0,35,27,56.5
Nuwakot,Bagmati,Hill,Central,1544,25005,SHAKTI MA VI DANGMAI,27.8,50.2,39.9,35.5,51,45.2,0,13,11,0,24,25,49
Nuwakot,Bagmati,Hill,Central,1545,25006,RANA BHUBANESWORI MA VI DEVIGHAT,25.8,52.2,47.5,40,55.9,46.9,0,23,41,1,65,36,64.4
Nuwakot,Bagmati,Hill,Central,1546,25007,CHWADI PUBLIC MA VI MAJHITAR,24.5,51.8,28.9,29.9,44,42.2,0,21,32,0,53,99,34.9
Nuwakot,Bagmati,Hill,Central,1547,25008,DUPCHESWOR MA VI RAMATI,29.1,57.5,32,33.9,46,45.7,0,3,18,0,21,14,60
Nuwakot,Bagmati,Hill,Central,1548,25009,CHANDESWORY MA VI TUPCHE,25.6,47.7,32.5,30,44.4,39.5,0,9,18,3,30,45,40
Nuwakot,Bagmati,Hill,Central,1549,25010,KUNDALA MA VI BHADRUTAR,23.9,46.9,23.8,31.8,36.9,37.6,0,2,21,2,25,74,25.3
Nuwakot,Bagmati,Hill,Central,1550,25011,JANAGYAN NIKETAN MA VI THAPAGAUN,32.9,52.9,49.7,44.3,48.6,44.3,1,26,55,1,83,15,84.7
Nuwakot,Bagmati,Hill,Central,1551,25012,BAGESWARI MA VI CHOKADE,24.6,50.3,29.8,35.3,43,38.2,0,8,21,1,30,50,37.5
Nuwakot,Bagmati,Hill,Central,1552,25013,BIRENDRA MA VI KUMARI,20.4,43.7,26.5,30.4,49.2,34,0,0,15,2,17,45,27.4
Nuwakot,Bagmati,Hill,Central,1553,25014,BIGYAN MA VI NARJA MANDAP,24.8,43.2,33.4,25.8,44.8,36.2,0,3,23,1,27,30,47.4
Nuwakot,Bagmati,Hill,Central,1554,25015,MAHENDRA MA VI LIKHUKAULE,26.4,51.9,32.3,36.9,42.9,41.4,0,5,10,1,16,15,51.6
Nuwakot,Bagmati,Hill,Central,1555,25016,SUNDARA MA VI SATBISE,25.4,52.6,32,34.8,42.5,42.5,0,9,16,0,25,36,41
Nuwakot,Bagmati,Hill,Central,1556,25017,MAHENDRA MA VI CHATURALE,25,46.3,52.2,35.8,56.3,49.2,0,8,23,0,31,18,63.3
Nuwakot,Bagmati,Hill,Central,1557,25018,BINDU KESHAR MA VI TAKSAR,29.5,54,43.2,39,49.2,32.7,0,8,26,1,35,11,76.1
Nuwakot,Bagmati,Hill,Central,1558,25019,MAHENDRA MA VI THANSING,33.4,52.1,50,43.8,48.5,41.2,0,29,32,1,62,15,80.5
Nuwakot,Bagmati,Hill,Central,1559,25020,KRISHNA MA VI TARUKA,21.9,48.7,26.8,28.9,47.2,31.6,0,8,16,1,25,54,31.6
Nuwakot,Bagmati,Hill,Central,1560,25021,SYAUREE BHUME MA VI SIKRE 7 DHUNGEDANDA,24.1,49.1,27.4,31,37.3,35.1,0,3,5,4,12,17,41.4
Nuwakot,Bagmati,Hill,Central,1561,25022,BHAIRUM MA VI HATTIGAUNDA,26.4,41.4,25.7,25,39.2,41.1,0,6,39,10,55,90,37.9
Nuwakot,Bagmati,Hill,Central,1562,25024,GYAN JYOTI MA VI SATDOBATO,25.6,47.9,37.2,31.9,44.7,40.6,0,7,28,1,36,25,59
Nuwakot,Bagmati,Hill,Central,1563,25025,MAHADEV MA VI RATMATE,27.3,51,35.1,27.9,49.9,31.2,0,6,29,2,37,31,54.4
Nuwakot,Bagmati,Hill,Central,1564,25026,NIRANJANA MA VI BELKOT,25.7,52.3,24.8,30.4,39.9,40.8,0,5,14,0,19,33,36.5
Nuwakot,Bagmati,Hill,Central,1565,25027,GOLFU BHANJYANG MA VI BETINI,34,60,43.3,34.3,38.8,50.8,0,0,4,0,4,0,100
Nuwakot,Bagmati,Hill,Central,1566,25028,PIONEER ENGLISH MA VI TUPCHHE,43.6,49.8,64.4,39.6,58.4,35,0,6,11,0,17,0,100
Nuwakot,Bagmati,Hill,Central,1567,25029,J D BOARDING SCHOOL DEVIGHAT,52.7,53.4,79.9,56,67.3,47,6,25,2,0,33,1,97.1
Nuwakot,Bagmati,Hill,Central,1568,25030,SETI DEVI MA VI MAJHGERKHU,24.3,44.7,45.9,27.9,41.3,39.9,0,2,17,1,20,9,69
Nuwakot,Bagmati,Hill,Central,1569,25031,SHANKHA DEVI MA VI GORSYNG,25.2,48.4,30.6,25.4,47.5,33.9,0,4,6,0,10,15,40
Nuwakot,Bagmati,Hill,Central,1570,25032,BHAWANI MA VI RANIPAUWA,27.8,49.8,50.1,31.9,52.9,47.5,0,7,44,0,51,9,85
Nuwakot,Bagmati,Hill,Central,1571,25033,GANESH MA VI HALDEKALIKA,24.2,51.5,32.2,37.9,45.7,44.2,0,4,11,0,15,20,42.9
Nuwakot,Bagmati,Hill,Central,1572,25034,SANU KIMTANG MA VI KIMTANG,15.2,38.7,17.8,22.9,32.8,21.8,0,0,0,1,1,18,5.3
Nuwakot,Bagmati,Hill,Central,1573,25035,KAMARU DEVI MA VI DUEEPIPAL,26.6,52.9,37.1,28.6,53.3,31.4,0,5,16,1,22,18,55
Nuwakot,Bagmati,Hill,Central,1574,25036,MAHENDRA MA VI GAURIBESHI,22.1,40.3,38.1,36.1,37.9,36.3,0,2,11,1,14,18,43.8
Nuwakot,Bagmati,Hill,Central,1575,25037,BHUME DEVI MA VI TALAKHU,31.9,58.1,47.5,38.5,50.9,45.9,0,7,6,1,14,5,73.7
Nuwakot,Bagmati,Hill,Central,1576,25038,MUKUNDESHWARI MA VI CHAUTHE,25.4,51.8,44.9,33.4,59.7,50.5,0,3,9,0,12,5,70.6
Nuwakot,Bagmati,Hill,Central,1577,25039,SUNDARI KEURINI MA VI GERKHUTAR,15.1,34.4,37.2,25,31.4,31.9,0,4,6,2,12,45,21.1
Nuwakot,Bagmati,Hill,Central,1578,25040,BHUMEDEVI MA VI DEURALI,19.7,44.3,26.1,29,42.6,27.3,0,2,11,0,13,39,25
Nuwakot,Bagmati,Hill,Central,1579,25041,KAUKE SWARI MA VI RAUTBESEE,24.4,43.6,27.2,25,33.5,35.8,0,1,2,1,4,8,33.3
Nuwakot,Bagmati,Hill,Central,1580,25042,KALYAN MA VI KAMERE GAUN BALKUMARI,26.4,54.8,33.7,34.6,42.9,44.7,0,5,17,0,22,14,61.1
Nuwakot,Bagmati,Hill,Central,1581,25043,KALYANI DEVI MA VI JILING,23.4,49.8,42.7,37.3,49.7,45.9,0,9,19,0,28,23,54.9
Nuwakot,Bagmati,Hill,Central,1582,25044,SOUVENIR BOARDING SCHOOL BATTAR,53.2,59.2,73.9,52.3,62,48.3,2,13,3,0,18,0,100
Nuwakot,Bagmati,Hill,Central,1583,25045,AJINGARE MA VI KALYANPUR,21.8,38.8,19.9,24.3,33.2,37.4,0,7,3,0,10,40,20
Nuwakot,Bagmati,Hill,Central,1584,25046,PANCHA KANYA MA VI BELKOT TALLOTIGAON,27.2,51.2,29.3,31.3,43.7,43.8,0,9,10,0,19,28,40.4
Nuwakot,Bagmati,Hill,Central,1585,25047,SARASWATI MA VI BUNGTANG,20.5,41.7,23.7,28.8,41.5,26.7,0,1,5,1,7,22,24.1
Nuwakot,Bagmati,Hill,Central,1586,25048,CHANDI MA VI BUDHASING,23.1,45.8,21.2,27.1,39.1,30.5,0,1,3,1,5,13,27.8
Nuwakot,Bagmati,Hill,Central,1587,25049,GRAM SEWA VIDYASHRAM MA VI SAMARI,20.3,46.6,34.9,33,43.8,25.8,0,7,4,0,11,26,29.7
Nuwakot,Bagmati,Hill,Central,1588,25050,RASTRIYA MA VI KABILAS THANTIBHANJYANG,27.5,48.3,37.5,27.7,46.9,39.3,0,4,24,3,31,19,62
Nuwakot,Bagmati,Hill,Central,1589,25051,OKHARPAUWA MA VI OKHARPAUWA,26.7,50.2,39.3,35.5,51.9,47.4,0,3,14,0,17,5,77.3
Nuwakot,Bagmati,Hill,Central,1590,25052,PRAGATISHIL MA VI KHADKABHANJYANG,23.2,49.2,49.2,38.5,53.2,48,0,16,16,0,32,29,52.5
Nuwakot,Bagmati,Hill,Central,1591,25053,SAMUNDRA MA VI SAMUNDRADEVI,26.2,49.4,39.6,39.6,44.4,38.5,0,5,9,4,18,12,60
Nuwakot,Bagmati,Hill,Central,1592,25054,KALIKA MA VI CHUTHE,25.1,51.2,32.3,31,53.7,44,0,4,5,0,9,12,42.9
Nuwakot,Bagmati,Hill,Central,1593,25055,VRIKUTI MA VI MADANPUR,24,46.7,30.6,30.8,45.2,35.9,0,4,6,0,10,19,34.5
Nuwakot,Bagmati,Hill,Central,1594,25056,TINGHARE PIPAL DANDA MA VI CHARGHARE KATHERI,18.8,45.2,35,32.2,38.3,37,0,1,6,4,11,12,47.8
Nuwakot,Bagmati,Hill,Central,1595,25057,NARAYAN DEVI MA VI BARRAFEDI,30.5,55.4,45.8,42.1,51.3,38.9,0,16,28,1,45,13,77.6
Nuwakot,Bagmati,Hill,Central,1596,25058,UTTARGAYA PUBLIC ENGLISH SCHOOL ANGITAR NEWAKOT,43.1,53.4,70.6,41.3,59.8,41.1,0,10,4,0,14,0,100
Nuwakot,Bagmati,Hill,Central,1597,25059,SHAHID JAGAT PRAKASH JUNG SHAH SAN MA VI BIDUR DEVIGHAT,15.8,39.9,28.4,32.3,36.4,52.8,0,0,2,0,2,6,25
Nuwakot,Bagmati,Hill,Central,1598,25060,NAV JEEVAN MA VI KEURENI MADANPUR,23.2,48.6,30.3,26.9,44,36.6,0,1,7,0,8,8,50
Nuwakot,Bagmati,Hill,Central,1599,25061,UNIVERSAL BOARDING SCHOOL NARJAMANDAP-2,51.9,59.8,76.5,46.7,61.8,49.9,3,9,0,0,12,0,100
Nuwakot,Bagmati,Hill,Central,1600,25062,SHIVALAYA SECONDARY SCHOOL OKHARPAUWA,34.2,67.4,60.3,39.3,62.4,53.3,0,9,3,0,12,0,100
Nuwakot,Bagmati,Hill,Central,1601,25063,SURYA JYOTI ENGLISH BOARDINGH SCHOOL BIDUR 9,48.3,54.6,61.3,46.2,69.7,52.1,0,12,2,0,14,0,100
Nuwakot,Bagmati,Hill,Central,1602,25064,SURYAMATI MA VI MADANPUR,24.6,55.3,35.5,33.2,53.6,41.5,0,4,3,0,7,11,38.9
Nuwakot,Bagmati,Hill,Central,1603,25065,DANGSING SECONDARY SCHOOL DANGSING,21.6,53.3,38.1,32.5,50.2,46.5,0,2,8,0,10,12,45.5
Nuwakot,Bagmati,Hill,Central,1604,25066,LAXMESHWARI MA VI RUPING,21.1,47.9,34.2,33.3,45.6,34.2,0,0,10,2,12,18,40
Nuwakot,Bagmati,Hill,Central,1605,25067,SAMUDAYIK VIDHYA MANDIR DEVIGHAT,61.6,63.4,78.7,56.3,75.7,52.3,1,6,0,0,7,0,100
Dhading,Bagmati,Hill,Central,1606,26000,PRIVATE DHADING,25.1,39.5,18.4,16.4,35.5,34.2,0,1,2,1,4,21,16
Dhading,Bagmati,Hill,Central,1607,26001,ADARSHA MA VI GAJURI,20.6,48.7,31.6,24.5,42.3,35.1,0,5,31,7,43,92,31.9
Dhading,Bagmati,Hill,Central,1608,26002,NILKANTHA MA VI DHADING BESI,29.7,53.7,48.7,39.9,47.7,53.4,0,72,111,0,183,53,77.5
Dhading,Bagmati,Hill,Central,1609,26003,BHAIRABI MA VI SUNOULA BAZAR,22,52.6,31.4,24.9,48.7,41.4,0,3,28,1,32,58,35.6
Dhading,Bagmati,Hill,Central,1610,26004,MANDALI MA VI PHULKHARKA,27.9,51.9,36.9,31.6,49.6,37.7,0,3,24,2,29,12,70.7
Dhading,Bagmati,Hill,Central,1611,26005,MACHCHHINDRA MA VI KHANIKHOLA,18.6,38.8,23.1,30.1,35.7,32.3,1,5,17,0,23,80,22.3
Dhading,Bagmati,Hill,Central,1612,26006,SALBAS MA VI CHAINPUR,23.7,48.5,41.1,31.7,47.1,43.4,0,6,22,0,28,25,52.8
Dhading,Bagmati,Hill,Central,1613,26007,SHAMI BHANJYANG MA VI MAIDI UKHUBARI,31.9,52,41.9,30,52.6,41.7,1,13,60,2,76,23,76.8
Dhading,Bagmati,Hill,Central,1614,26008,ACHANE MA VI KHAHARE SUNDARBAZAR,30.3,50,45.9,39.6,51.4,38.6,0,13,86,3,102,12,89.5
Dhading,Bagmati,Hill,Central,1615,26009,CHANDRODAYA MA VI BENI GHAT BISHALTAR,26.7,53,47.5,35.1,46.7,40.8,0,11,24,5,40,21,65.6
Dhading,Bagmati,Hill,Central,1616,26010,BADRI BISHAL MA VI BUDATHUM,28.1,52.2,41.4,37.4,49,36.1,0,7,34,1,42,12,77.8
Dhading,Bagmati,Hill,Central,1617,26011,MAHESH DHARMA MA VI JIWANPUR CHHATREPATI,27.6,51,42.4,37.3,41.9,39.7,0,5,30,3,38,19,66.7
Dhading,Bagmati,Hill,Central,1618,26012,TAMANG KHARKA MA VI GUMDI,33.1,46.1,33,34.7,42.4,39.5,0,6,16,3,25,14,64.1
Dhading,Bagmati,Hill,Central,1619,26013,MAHAKALI MA VI SIMLEPHAT,22.3,49.8,38,33.6,44.5,39.6,0,12,47,2,61,85,41.8
Dhading,Bagmati,Hill,Central,1620,26014,BAGESHWORI MA VI BAIRENI,29.2,48.5,47.3,25.3,49.5,43.8,2,38,53,2,95,65,59.4
Dhading,Bagmati,Hill,Central,1621,26015,RANIPAUWA MA VI SALYANTAR,26.2,43.2,33.3,33.2,44.4,33.1,0,4,41,2,47,42,52.8
Dhading,Bagmati,Hill,Central,1622,26016,BACHCHHALA DEVI MA VI SATYADEVI KHANIYABAS,30.8,47.3,31.7,33.9,44,43.3,0,0,19,0,19,8,70.4
Dhading,Bagmati,Hill,Central,1623,26017,SANSKRIT MA VI SATDOBATO MAIDI,23.3,54.3,40.5,33.7,48.3,46.9,0,4,5,0,9,12,42.9
