District,Zone,Geographical Region,Development Region,School Number,School Code,Name of School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,DISTINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
Kathmandu,Bagmati,Hill,Central,2069,29184,MANSING DHARMA MA VI MANAMAIJU,34.3,57.3,57.2,38.4,48.4,47.9,0,14,24,0,38,4,90.5
Kathmandu,Bagmati,Hill,Central,2070,29187,AMBROSIA IDEAL SECONDARY SCHOOL SATUNGAL,50.8,68.7,74.6,50.8,66.2,49.2,9,14,0,0,23,0,95.8
Kathmandu,Bagmati,Hill,Central,2071,29189,PRAGATI AWASIYA MA VI BALAJU,45.6,63.7,72.9,50.2,68.2,56.8,3,30,1,0,34,0,100
Kathmandu,Bagmati,Hill,Central,2072,29190,BLUE WREN INT'L BOARDING SCHOOL KALANKISTHAN,56.1,53.7,69.7,41.9,50.4,44.4,0,13,4,0,17,0,100
Kathmandu,Bagmati,Hill,Central,2073,29191,CHANDRAGIRI VIDYA ASHRAM MA VI THANKOT,22.2,44.3,28.2,24.8,42,34.2,0,1,7,2,10,24,29.4
Kathmandu,Bagmati,Hill,Central,2074,29192,MOUNT KAILASH AWASIYA MA VI KAPAN,50.1,49,63.6,37.9,61.5,46.5,0,19,4,0,23,0,100
Kathmandu,Bagmati,Hill,Central,2075,29193,NEPTUNE BOARDING HIGH SCHOOL BAGBAZAR,49.2,51.6,61.2,40.1,54.1,52.9,1,29,17,1,48,2,96
Kathmandu,Bagmati,Hill,Central,2076,29194,TRIYOG HIGH SCHOOL BATTISPUTALI,61.4,69.2,75.5,56.2,64.7,59.6,22,43,0,0,65,0,100
Kathmandu,Bagmati,Hill,Central,2077,29196,PRITHWI AWASIYA MA VI BASUNDHARADOL,54.4,62.3,61.2,50.3,52.1,47,2,26,10,0,38,3,92.7
Kathmandu,Bagmati,Hill,Central,2078,29197,SWARNIM ENGLISH MA VI BHURUNGKHEL,60.3,68.5,76.9,46,66,54,27,50,1,0,78,1,98.7
Kathmandu,Bagmati,Hill,Central,2079,29198,INTENSIVE INTERNATIONAL ACADEMY MARU BHIMSENSTHAN,57.6,53.8,68.1,53.7,54.9,59.4,3,24,6,0,33,0,100
Kathmandu,Bagmati,Hill,Central,2080,29199,JANA BIKASH MA VI MATATIRTHA,34.3,66.8,64.6,43.3,47.8,49.5,0,23,12,0,35,0,100
Kathmandu,Bagmati,Hill,Central,2081,29200,MERRYLAND PUBLIC HIGH SCHOOL SUBIDHANAGAR,47.7,57.3,58.1,37.5,49.8,43.4,7,52,21,0,80,24,76.9
Kathmandu,Bagmati,Hill,Central,2082,29201,JAGANNATH MA VI JAGANNATH DEWAL,50.8,54.4,40.8,42,46.8,40,0,1,3,0,4,1,80
Kathmandu,Bagmati,Hill,Central,2083,29202,WEST POINT HIGH SCHOOL THANKOT,57,64.5,68.7,54.1,69.5,50.8,12,69,3,0,84,0,100
Kathmandu,Bagmati,Hill,Central,2084,29203,CHAPABOT MA VI NANGLEBHARE,18.1,42.9,39.9,40.9,35.5,51.8,0,4,11,0,15,40,27.3
Kathmandu,Bagmati,Hill,Central,2085,29204,KAMALNETRA CHHUNA MUNA MA VI BANESHWAR,55.9,72.1,81.7,58.8,67.2,55.2,10,16,0,0,26,0,100
Kathmandu,Bagmati,Hill,Central,2086,29205,PARAMOUNT AWASIYA MA VI KULESHWAR-14,49.8,54.6,56.4,35.6,59.2,46.2,0,22,4,0,26,0,100
Kathmandu,Bagmati,Hill,Central,2087,29206,KATHMANDU INTERNATIONAL SCHOOL MITRAPARK CHABAHIL,54.9,64.8,80.3,52.1,61.3,66.8,14,35,0,0,49,0,100
Kathmandu,Bagmati,Hill,Central,2088,29207,SUN SHINE SECONDARY BOARDING SCHOOL NEWBANESHWOR,43.7,47.8,40.5,37.2,45.4,40.2,0,7,9,0,16,7,69.6
Kathmandu,Bagmati,Hill,Central,2089,29208,MORNING GLORY SCHOOL TRIPURESHWAR,57,64.9,74.1,53.4,63.5,61.3,4,17,0,0,21,0,100
Kathmandu,Bagmati,Hill,Central,2090,29209,PENNWOOD ACADEMY SANO GAUCHAR,57.4,55,78.1,42.9,63.8,54.9,8,21,5,0,34,0,100
Kathmandu,Bagmati,Hill,Central,2091,29211,METRO HIGHER SECONDARY SCHOOL THAPAGAUN,54,62.8,61.6,47.2,59.8,42.4,2,25,5,0,32,1,97
Kathmandu,Bagmati,Hill,Central,2092,29212,LITTLE FLOWER MA VI MAITIDEVI,52,59.3,63.8,38.1,52.9,54.3,0,14,2,0,16,3,84.2
Kathmandu,Bagmati,Hill,Central,2093,29213,JITPUR MA VI KISANDOL,26.9,60.9,41.9,38.2,44.2,41.5,0,8,21,0,29,22,56.9
Kathmandu,Bagmati,Hill,Central,2094,29214,SUN RISE BOARDING SCHOOL LAZIMPAT,58.2,59.8,76.9,52.7,63.7,58.7,1,21,0,0,22,1,95.7
Kathmandu,Bagmati,Hill,Central,2095,29215,BUDHANILKANTHA ASHRAM SCHOOL BUDHANILKANTHA,50.7,60.4,55.3,43.5,61.5,48.1,1,16,5,0,22,4,84.6
Kathmandu,Bagmati,Hill,Central,2096,29216,JAGAT MANDIR AWASIYA MA VI LAMPOKHARI CHABAHIL,54.8,61.3,73.8,49.7,64.9,50.5,6,30,0,0,36,0,100
Kathmandu,Bagmati,Hill,Central,2097,29217,SHRAM RASHTRIYA MA VI KUMARIGAL-7,28.5,47.1,49.4,42.4,39.4,36.8,0,34,40,0,74,10,87.1
Kathmandu,Bagmati,Hill,Central,2098,29218,DEVI BAL SUDHAR MA VI BALUWA,16.2,49.6,37.2,28.4,28.2,41.5,0,0,2,0,2,11,15.4
Kathmandu,Bagmati,Hill,Central,2099,29219,SUNTAKHAN MA VI SUNTAKHAN,18.7,49.1,40.9,34.4,35.6,42.5,0,1,5,0,6,8,42.9
Kathmandu,Bagmati,Hill,Central,2100,29220,MANGAL DWIP MA VI BAUDDHA,51.6,59.1,79.8,47.1,70.6,48.8,3,11,0,0,14,0,100
Kathmandu,Bagmati,Hill,Central,2101,29221,JALJALA SHISHU SADAN MA VI NARDEVI,47.2,53.9,63.7,54.3,32.2,38.5,3,12,2,0,17,1,89.5
Kathmandu,Bagmati,Hill,Central,2102,29222,BISHNUMATI AWASIYA MA VI GONGABU-4,55.3,60.1,74.7,61.3,40.5,48,1,26,6,0,33,0,100
Kathmandu,Bagmati,Hill,Central,2103,29223,NEW LEERA BOARDING SCHOOL BHATBHATENI,41.5,54.8,60,43.9,66,55.1,1,12,7,0,20,0,100
Kathmandu,Bagmati,Hill,Central,2104,29225,NEW FLORENCE INTERNATIONAL BOARDING SCHOOL TEKU,48,56,77.7,37.7,55,52,0,3,0,0,3,0,100
Kathmandu,Bagmati,Hill,Central,2105,29226,BAL KUMARI MA VI SARANGKHEL PANGA,29,53.2,37.7,36,34.2,43.6,0,10,18,0,28,29,49.1
Kathmandu,Bagmati,Hill,Central,2106,29227,NAULIN MA VI CHUNIKHEL TUSAL,28.6,45.9,35.5,37.8,44.2,41,0,5,21,0,26,18,59.1
Kathmandu,Bagmati,Hill,Central,2107,29228,UJJWAL SHISHU NIKETAN ACADEMY MA VI PANGA KIRTIPUR,60.5,67.6,82.8,56.5,69.3,61.3,8,18,0,0,26,0,100
Kathmandu,Bagmati,Hill,Central,2108,29230,HILL TOWN INTERNATIONAL SCHOOL KIRTIPUR,56.2,61.9,76.5,49,56,46.9,5,16,5,0,26,0,100
Kathmandu,Bagmati,Hill,Central,2109,29231,TRUNGRAM INTERNATIONAL ACADEMY HATTIGAUNDA,57.7,62.5,67.7,52.6,63.8,48.9,6,18,1,0,25,0,100
Kathmandu,Bagmati,Hill,Central,2110,29232,SIDDHARTHA VIDHYA PEETH ENGLISH BOARDING SCHOOL VISALN,50.2,61.3,55.7,46.2,56.1,52.5,0,12,3,0,15,4,78.9
Kathmandu,Bagmati,Hill,Central,2111,29233,RATNA RAJYA MA VI RAMKOT,32,67.9,55.9,39.7,47.3,40.6,0,13,19,0,32,3,91.4
Kathmandu,Bagmati,Hill,Central,2112,29234,GUHESHWARI BOARDING HIGH SCHOOL BANSBARI,62.1,55.7,64.3,61.1,74.2,57.6,3,11,0,0,14,1,93.3
Kathmandu,Bagmati,Hill,Central,2113,29235,DESH TILAK MEMORIAL MA VI DHOBIKHOLA,38.6,39.8,47.5,31.2,43.2,35.5,0,7,1,0,8,1,88.9
Kathmandu,Bagmati,Hill,Central,2114,29236,SETI DEVI MA VI DAURE CHOUR,34.3,57.6,41,45,53.2,50.2,0,8,12,0,20,1,95.2
Kathmandu,Bagmati,Hill,Central,2115,29237,HIMALAYA ENGLISH BOARDING SCHOOL KOTESHWAR,60.3,67.6,68.4,48.5,57.7,53.6,2,25,0,0,27,0,100
Kathmandu,Bagmati,Hill,Central,2116,29238,SHRIDIWA INTERNATIONAL SCHOOL KAMALPOKHARI,55.2,55.1,78.3,44,63.3,55.7,5,17,1,0,23,0,100
Kathmandu,Bagmati,Hill,Central,2117,29239,KUMARI AWASIYA MA VI BOUDHA KUMARIGAL,43.5,46.8,54.3,38.5,50.5,42.4,0,9,0,0,9,0,100
Kathmandu,Bagmati,Hill,Central,2118,29240,DREAMLAND PUBLIC HIGH SCHOOL BAGBAZAR,56.6,70.8,77.5,50.3,66.9,59.8,5,7,0,0,12,0,100
Kathmandu,Bagmati,Hill,Central,2119,29241,KANCHENJUNGA BOARDING SCHOOL DALLU,53.7,60.5,56.7,34.3,58.8,49.8,1,19,3,0,23,6,79.3
Kathmandu,Bagmati,Hill,Central,2120,29242,SIDDHI GANESH MA VI GAGALPHEDI,33.8,56.8,61.2,52.9,49.6,47.9,0,19,10,0,29,4,87.9
Kathmandu,Bagmati,Hill,Central,2121,29243,SHREE KRISHNA MA VI DAHACHOK,30.2,52.1,57.7,33.8,52.4,50.6,0,4,11,0,15,1,93.8
Kathmandu,Bagmati,Hill,Central,2122,29244,UNIVERSAL ENGLISH BOARDING HIGH SCHOOL DHUMBARAHI,55.6,59.1,69,54.2,57.5,57.2,6,39,3,0,48,0,100
Kathmandu,Bagmati,Hill,Central,2123,29245,CHUN DEVI MA VI THANKOT,28.8,51.6,61,37.8,41,46.9,0,25,9,0,34,1,94.4
Kathmandu,Bagmati,Hill,Central,2124,29246,NEPAL RASTRIYA NIRMAN MA VI MULPANI-6,32.3,52.7,49,31.8,50.6,50.5,0,8,31,0,39,5,88.6
Kathmandu,Bagmati,Hill,Central,2125,29247,MILAN VIDYA MANDIR ANAMNAGAR,56.8,69.9,84,61.1,65.8,49.3,12,15,0,0,27,0,100
Kathmandu,Bagmati,Hill,Central,2126,29248,SAMBOTTA HIGH SCHOOL TEEN-CHULI BOUDHA,56.6,67.2,80.6,54.8,71.6,68,4,9,0,0,13,0,100
Kathmandu,Bagmati,Hill,Central,2127,29249,BASANTA RITU MA VI SAMAKHUSI,53.1,67,64.9,46.8,56.5,51,4,25,7,0,36,1,97.3
Kathmandu,Bagmati,Hill,Central,2128,29250,GYANPUNJA SECONDARY BOARDING SCHOOL NEW BANESHWOR,56.1,59.1,70.5,43.8,57.2,44.3,2,24,2,0,28,3,90.3
Kathmandu,Bagmati,Hill,Central,2129,29251,KIRTIPUR ENGLISH BOARDING SCHOOL SAGAL KIRTIPUR,49.9,52.5,63.6,38.5,52.9,44.3,0,7,7,0,14,0,100
Kathmandu,Bagmati,Hill,Central,2130,29252,PANCHA KANYA MA VI CHHAUNI,26.6,46.2,38.7,26.8,47,40.3,0,11,12,1,24,9,72.7
Kathmandu,Bagmati,Hill,Central,2131,29253,PURNA ENGLISH HIGH SCHOOL BHIMSENGOLA,51.6,62.3,59.5,53.2,60.6,47.5,0,14,2,0,16,1,94.1
Kathmandu,Bagmati,Hill,Central,2132,29254,BAL TARA PRATISTHAN (LITTLE STARS ACADEMY) BALAMBU SATU,59,57.7,82.6,50.4,65.9,50.7,6,30,0,0,36,0,100
Kathmandu,Bagmati,Hill,Central,2133,29255,MAHANKAL JANA JAGRIT MA VI GOLFUTAR,33.2,52.7,40.4,36.6,48.8,40.3,0,11,13,1,25,19,55.6
Kathmandu,Bagmati,Hill,Central,2134,29256,RELIANCE RESIDENTIAL SCHOOL OLD BANESHWAR,56.4,60,77.5,51.8,57.5,49.8,2,25,4,0,31,0,100
Kathmandu,Bagmati,Hill,Central,2135,29257,ZENITH ENGLISH SCHOOL WAPHAL KALIMATI,55.2,53.1,51.8,47.2,59.1,46.3,1,24,3,0,28,1,96.6
Kathmandu,Bagmati,Hill,Central,2136,29258,GORAKHNATH MA VI DHOKASI KIRTIPUR,27.4,46.6,28,32.6,28.7,40.7,0,3,3,0,6,13,31.6
Kathmandu,Bagmati,Hill,Central,2137,29259,LORD BUDDHA SECONDARY SCHOOL BOUDHA JORPATI,43.9,51.7,52.3,35.1,50.9,54.5,2,13,2,0,17,1,89.5
Kathmandu,Bagmati,Hill,Central,2138,29260,DAFFODIL PUBLIC MA VI BATTISPUTALI,55.1,64,70.9,53.5,63.7,58.8,15,36,0,0,51,0,100
Kathmandu,Bagmati,Hill,Central,2139,29261,HINDU VIDYAPEETH NEPAL INDRAYANI,51.4,61.9,80.8,59.8,64.7,55.1,6,25,0,0,31,0,100
Kathmandu,Bagmati,Hill,Central,2140,29262,KAILASH BODHI SCHOOL SUVIGAON BOUDDHA-6,53.4,63.2,79.3,53.5,71.8,63.1,7,23,0,0,30,0,100
Kathmandu,Bagmati,Hill,Central,2141,29263,HIMALAYA INTERNATIONAL MODEL SCHOOL MAHARAJGUNJ,64.1,66.6,90.1,60.7,67,59.6,18,21,0,0,39,0,100
Kathmandu,Bagmati,Hill,Central,2142,29264,SCHOOL FOR THE DEAF NAXAL,40.7,55.4,58.8,48.8,57.7,50.7,0,9,3,0,12,0,100
Kathmandu,Bagmati,Hill,Central,2143,29265,BOUDHA ENGLISH MA VI BOUDHA RAMHITY,39.4,57,49.6,45.3,40.8,50.5,0,14,5,0,19,8,70.4
Kathmandu,Bagmati,Hill,Central,2144,29266,NEW ARUNODAYA ENGLISH SCHOOL BIJESHWORI DALLU,56.3,58.8,58.6,44.3,61.5,44,3,30,13,0,46,3,93.9
Kathmandu,Bagmati,Hill,Central,2145,29267,EUREKA HIGH SCHOOL NEPALTAR MANMAIJU,58.2,70.1,80.1,56,62.8,55.6,14,22,0,0,36,0,100
Kathmandu,Bagmati,Hill,Central,2146,29268,VIDYA BYAYAM ENGLISH MA VI GOKARNA JORPATI-9,51.5,63.9,92.2,57.4,64.6,55.6,9,20,0,0,29,0,100
Kathmandu,Bagmati,Hill,Central,2147,29270,ANNAPURNA ENGLISH MA VI SINAMANGAL,55.6,61.6,78.1,43.1,65.2,52.3,4,24,1,0,29,0,100
Kathmandu,Bagmati,Hill,Central,2148,29271,PARAGON PUBLIC MA VI BATTISPUTALI,55.3,67.1,75.8,53.3,58.8,58.8,25,44,1,0,70,0,100
Kathmandu,Bagmati,Hill,Central,2149,29272,SANGLA BALKUMARI MA VI SANGLA,29.7,56.5,36.9,45.7,48.5,44.9,0,5,13,0,18,13,58.1
Kathmandu,Bagmati,Hill,Central,2150,29273,NATURE BOARDING HIGH SCHOOL GONGABU,54.5,62.2,66,61.5,41.3,44.3,0,19,2,0,21,1,95.5
Kathmandu,Bagmati,Hill,Central,2151,29274,PADMA CHAKRA SECONDARY SCHOOL PHUTUNG-3,58.2,65.8,68.1,53,57.8,53.8,4,36,2,0,42,0,100
Kathmandu,Bagmati,Hill,Central,2152,29275,SRONGTSEN BHRIKUTI AWASIYA MA VI TINCHULE BAUDDHA,51.5,56.5,69.6,40.8,66.5,47.3,1,40,10,0,51,0,100
Kathmandu,Bagmati,Hill,Central,2153,29276,YOUNG HEARTS BOARDING HIGH SCHOOL MITRAPARK CHABAHIL,60,67.5,73.5,39.2,66.7,57.4,7,27,3,0,37,1,97.4
Kathmandu,Bagmati,Hill,Central,2154,29278,ALBERT EINSTEIN ACADEMY BOARDING HIGH SCHOOL JYATHA,53.2,56.8,73.1,47.9,61.1,51.5,2,15,0,0,17,0,100
Kathmandu,Bagmati,Hill,Central,2155,29279,GLEN BUDS MA VI LAZIMPAT,56.9,55,80.4,57.1,58.6,59,2,24,0,0,26,0,100
Kathmandu,Bagmati,Hill,Central,2156,29280,MANJARI INTERNATIONAL EXCLUSIVE MA VI GALFUTAR,51.3,63,65.4,49.5,58.5,55.9,1,9,1,0,11,0,100
Kathmandu,Bagmati,Hill,Central,2157,29281,EDEN PUBLIC MA VI GANESHTHAN CHABAHIL,53.1,63.6,57,39.9,59.4,52.9,1,21,5,0,27,7,79.4
Kathmandu,Bagmati,Hill,Central,2158,29282,HOLY VISION MA VI TAHACHAL,62.3,55,68.8,49.6,60.1,55.8,12,43,2,0,57,0,100
Kathmandu,Bagmati,Hill,Central,2159,29283,BAL NAMOONA MA VI BALUWATAR,56,56.7,79.4,44.3,68.3,55.9,6,11,4,0,21,0,100
Kathmandu,Bagmati,Hill,Central,2160,29284,VALLEY PUBLIC BOARDING SCHOOL GOLFUTAR,47.8,52,73,38,60.3,50,3,42,13,0,58,1,98.3
Kathmandu,Bagmati,Hill,Central,2161,29285,DEEP MA VI BHOTEBAHAL,54.7,54.7,62.9,48,52.5,61.5,1,15,2,0,18,1,94.7
Kathmandu,Bagmati,Hill,Central,2162,29286,NAVODIT VIDYA KUNJA ENGLISH AWASIYA MA VI SAMAKHUS,51.3,62.8,66.2,52.7,52.9,49,0,19,4,0,23,0,100
Kathmandu,Bagmati,Hill,Central,2163,29287,BANSBARI MA VI MAHARAJGUNJ BANSABARI,41.9,69.1,52.5,42.1,56.3,52.1,3,19,15,0,37,2,94.9
Kathmandu,Bagmati,Hill,Central,2164,29288,FLUORESCENT AWASIYA MA VI SAMAKHUSI,56.8,66.6,81.4,53.8,65.8,53.2,36,70,0,0,106,0,100
Kathmandu,Bagmati,Hill,Central,2165,29289,KALIDEVI MA VI KAVRESTHALI-9,29.9,61.9,45.9,46.2,48.6,42.5,0,13,10,1,24,14,63.2
Kathmandu,Bagmati,Hill,Central,2166,29290,SARASWOTI VIDYA MANDIR MA VI KULESHWAR KALIMATI,42.5,51.3,44,24.7,48.2,38.5,0,10,1,0,11,7,61.1
Kathmandu,Bagmati,Hill,Central,2167,29291,MOUNT OLIVES ENGLISH AWASIYA MA VI SINAMANGAL,51.2,65.7,68.7,49.8,57.2,50.2,8,15,1,0,24,0,100
Kathmandu,Bagmati,Hill,Central,2168,29292,NARAYAN ENGLISH AWASIYA MA VI MINBHAWAN,55.3,71.2,78.3,57,68.4,50,5,5,1,0,11,0,100
Kathmandu,Bagmati,Hill,Central,2169,29293,NANDI GANESH MA VI MATATIRTHA,20.7,47.7,32.2,31.1,50,30.7,0,1,4,0,5,10,33.3
Kathmandu,Bagmati,Hill,Central,2170,29294,BISHNU DEVI MA VI TINTHANA,22.1,35.3,27.6,25.6,27.3,32.6,0,2,13,0,15,6,68.2
Kathmandu,Bagmati,Hill,Central,2171,29295,LAXMI SHIKSHYA SADAN MA VI TEKU,44,44.6,52.7,31.5,43.6,51.1,1,4,5,0,10,3,76.9
Kathmandu,Bagmati,Hill,Central,2172,29296,THE EXCELSIOR AWASIYA MA VI KAMALPOKHARI,54.5,63.2,57.4,41.8,53,58.1,2,26,4,0,32,1,97
Kathmandu,Bagmati,Hill,Central,2173,29297,NORTH VALLEY ENGLISH MA VI DHARMASTHALI,55.9,69.9,77.4,53.6,60.9,47,4,25,1,0,30,0,100
Kathmandu,Bagmati,Hill,Central,2174,29299,GILLETTE INTERNATIONAL AWASIYA MA VI KALIMATI,46.3,49,49.1,32.9,42.3,58.4,1,27,16,0,44,24,64.7
Kathmandu,Bagmati,Hill,Central,2175,29300,LAXMIPUR ENGLISH MA VI TOKHA,44.8,53.7,58.2,36.3,57.8,52.1,0,9,7,0,16,1,94.1
Kathmandu,Bagmati,Hill,Central,2176,29301,LOYOLA (DESHBHAKTA) MA VI BANESHWAR,57.6,66.8,88.7,64.2,68.8,57,32,7,0,0,39,0,100
Kathmandu,Bagmati,Hill,Central,2177,29302,NAGARJUN THULAGAON MA VI JITPURPHEDI-7,26.4,55.7,38,32.2,40.6,39.3,0,2,18,0,20,21,48.8
Kathmandu,Bagmati,Hill,Central,2178,29304,RAINBOW INTERNATIONAL BOARDING SCHOOL CHHAUNI,56.4,67.4,81.1,46.6,66.7,53.4,4,8,2,0,14,0,100
Kathmandu,Bagmati,Hill,Central,2179,29305,PRERANA BOARDING HIGH SCHOOL MAIJUBAHAL CHABAHIL,47.7,54,69.2,46.8,51.4,43.7,2,30,4,0,36,0,97.3
Kathmandu,Bagmati,Hill,Central,2180,29306,YAGYA GARGI VIDYAPEETH MA VI RANIBARI SAMAKHUSI,38.8,49.6,53.3,38.6,55.7,56.3,0,4,5,0,9,1,90
Kathmandu,Bagmati,Hill,Central,2181,29307,GOKARNESWOR MAHADEV ENGLISH AWASIYA MA VI GOKARNA,47.3,58.6,73.5,50.2,51.2,48.7,2,16,1,0,19,2,90.5
Kathmandu,Bagmati,Hill,Central,2182,29309,VENUS ENGLISH SCHOOL SINAMANGAL,50.6,50.7,57.8,35.9,54.1,43.4,2,13,14,1,30,7,81.1
Kathmandu,Bagmati,Hill,Central,2183,29310,MATRIBHUMI SHIKSHA SADAN MA VI NAGPOKHARI,56.8,61.9,81.5,40.7,67.3,58.1,2,10,0,0,12,0,100
Kathmandu,Bagmati,Hill,Central,2184,29311,SHREE GANESH HIMAL MA VI GONGABUN,50.5,63.6,54.7,46.4,60.1,59.3,1,11,2,0,14,0,100
Kathmandu,Bagmati,Hill,Central,2185,29312,MOUNT EVEREST SECONDORY SCHOOL DANCHHI-9 THALI,61.9,64.5,73.8,48.6,69.6,56.9,7,18,1,0,26,0,100
Kathmandu,Bagmati,Hill,Central,2186,29313,DEWY DAWN ENGLISH AWASIYA MA VI BHOTEBAHAL,54,53.6,59.1,44,48.4,55.9,1,11,7,0,19,1,95
Kathmandu,Bagmati,Hill,Central,2187,29314,SOUTH POINT AWASIYA MA VI BUDDHANAGAR,59.9,74.1,77.8,61.9,71.4,52.6,20,30,0,0,50,0,100
Kathmandu,Bagmati,Hill,Central,2188,29315,BAL BYABASAYEE KENDRA MA VI SIPHAL,23.8,49.6,45.7,39.1,47.1,39.2,0,17,26,0,43,49,46.7
Kathmandu,Bagmati,Hill,Central,2189,29316,BAL SIRJANALAYA ENGLISH AWASIYA MA VI AARUBARI,53.4,56.5,61.3,47.9,52.9,40.5,0,8,2,0,10,1,90.9
Kathmandu,Bagmati,Hill,Central,2190,29317,CARDINAL INTERNATIONAL BOARDING HIGH SCHOOL PHARPI,56.3,75.3,77,57.1,60.2,55.3,13,27,1,0,41,0,100
Kathmandu,Bagmati,Hill,Central,2191,29318,JWALA SECONDARY ENGLISH SCHOOL KALIMATI,55.1,56.9,68.4,36.7,51.6,56.8,1,7,2,0,10,2,83.3
Kathmandu,Bagmati,Hill,Central,2192,29319,VIJAYA AWASIYA MA VI SAMAKHUSHI,55.5,57.8,65.4,58.6,48.4,48.9,0,7,1,0,8,0,100
Kathmandu,Bagmati,Hill,Central,2193,29320,GREENLAND INTERNATIONAL BOARDING SCHOOL GONGABU,50.9,60.5,75.3,47.3,65.5,52.7,7,33,2,0,42,0,100
Kathmandu,Bagmati,Hill,Central,2194,29321,ROYAL NEPALESE ARMY EDUCATION WING CHHAUNI,30.2,43.5,38.2,24.3,38.9,38.2,0,2,20,0,22,0,100
Kathmandu,Bagmati,Hill,Central,2195,29322,CHANDIKA DEVI MA VI BAADBHANJYANG,35,60.2,52.6,47.7,55.4,50.8,0,17,7,0,24,2,92.3
Kathmandu,Bagmati,Hill,Central,2196,29323,SWARNA SHIKSHA ENGLISH SCHOOL GOKARNA,48,60.6,81.8,56,51.7,48.4,3,17,1,0,21,0,100
Kathmandu,Bagmati,Hill,Central,2197,29324,SCIENCE LABORATORY ENGLISH SCHOOL DHAPASI,45.6,52.1,55.4,47.5,67.5,51.1,1,14,2,0,17,5,77.3
Kathmandu,Bagmati,Hill,Central,2198,29325,EAST POLE ENGLISH SCHOOL JORPATI,53.7,68.6,92.5,57.8,69.1,61,14,19,0,0,33,0,100
Kathmandu,Bagmati,Hill,Central,2199,29326,BISHWO RASTRIYA MA VI KIRTIPUR,27,49,35.7,27.1,38,40.3,0,2,11,0,13,21,38.2
Kathmandu,Bagmati,Hill,Central,2200,29327,AMAR ENGLISH MA VI TOKHA,47.3,55.7,65.3,41,53.7,49.8,2,19,8,0,29,2,93.5
Kathmandu,Bagmati,Hill,Central,2201,29328,DIAMOND ENGLISH MEDIUM SCHOOL BUDHANILKANTHA,44.6,58.7,62.4,49.1,55.7,54.1,3,27,1,0,31,0,100
Kathmandu,Bagmati,Hill,Central,2202,29329,SARASWATI ENGLISH BOARDING SCHOOL JORPATI,55.7,65.5,74.5,49.9,55.8,40.9,1,25,4,0,30,0,100
Kathmandu,Bagmati,Hill,Central,2203,29330,GOLDEN PEAK HIGH SCHOOL SARASWATINAGAR CHABAHIL,54.8,59.2,67.8,50.7,64.7,51.5,0,16,3,0,19,0,100
Kathmandu,Bagmati,Hill,Central,2204,29331,PRECIOUS NATIONAL ACADEMY BALAJU,53.6,55.6,57.9,51.8,35.4,44,1,15,11,0,27,9,75
Kathmandu,Bagmati,Hill,Central,2205,29332,GOTHATAR ENGLISH MA VI GOTHATAR,59.5,64.2,90.9,60.6,57.4,58,13,19,0,0,32,0,100
Kathmandu,Bagmati,Hill,Central,2206,29333,CAMELLIA HIGH SCHOOL KALIMATI,54.9,54.7,44.1,40.6,45.8,51,3,11,3,0,17,10,63
Kathmandu,Bagmati,Hill,Central,2207,29334,NEWTON CHILDREN'S ACADEMY BALUWATAR,34.3,39.6,56.5,40.7,44,36.8,3,9,1,0,13,0,100
Kathmandu,Bagmati,Hill,Central,2208,29335,CENTENNIAL BOARDING SCHOOL JORPATI-3,61.8,67.4,88.9,58.6,58.5,48.4,15,14,1,0,30,0,100
Kathmandu,Bagmati,Hill,Central,2209,29336,SHREE KUMARI ENGLISH SCHOOL JAISIDEWAL,57.2,64.3,72.7,42.3,71.8,53.1,2,19,0,0,21,0,100
Kathmandu,Bagmati,Hill,Central,2210,29337,SHISHU NIKUNJA SECONDARY ENGLISH SCHOOL SITAPAILA,53.5,62,71.7,57.7,37.5,42.9,0,25,8,0,33,0,100
Kathmandu,Bagmati,Hill,Central,2211,29338,SIRIUS ENGLISH AWASIYA MA VI REDCROSSMARG KALIMATI,51.8,69.2,78.4,50.1,60.6,53,7,10,1,0,18,0,100
Kathmandu,Bagmati,Hill,Central,2212,29339,TRI JYOTI ENGLISH MA VI KAPAN,41.1,54.8,67.7,48.8,54.4,44.1,4,60,11,0,75,0,98.7
Kathmandu,Bagmati,Hill,Central,2213,29340,ACADEMY BOARDING SCHOOL MAHARAJGUNJ,49.1,63.7,60.5,53.8,71.5,58.2,4,14,2,0,20,2,90.9
Kathmandu,Bagmati,Hill,Central,2214,29342,MOONSHINE BOARDING ENGLISH MA VI DALLU,40.4,56,60.6,32.6,46.4,56.8,0,3,1,0,4,1,80
Kathmandu,Bagmati,Hill,Central,2215,29343,GYAN NIKETAN ENGLISH BOARDING SCHOOL SHANKHAMOOL,58.2,63.6,65.7,52.4,63.2,52.1,10,47,1,0,58,1,98.3
Kathmandu,Bagmati,Hill,Central,2216,29344,KULESHWOR AWASH SCHOOL KULESHWOR,54,69.6,78.1,41.2,68.8,53.2,4,15,1,0,20,1,95.2
Kathmandu,Bagmati,Hill,Central,2217,29345,ADWITIYA BOARDING HIGH SCHOOL BALAJU HEIGHT,50.6,59.8,64.7,54.2,38.7,38.6,0,8,3,0,11,3,78.6
